DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_PEDESTRIANS_KILLED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_CYCLIST_KILLED,NUMBER_OF_MOTORIST_INJURED,NUMBER_OF_MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,UNIQUE_KEY,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,VEHICLE_TYPE_CODE_3,VEHICLE_TYPE_CODE_4,VEHICLE_TYPE_CODE_5
04/10/2018,22:00,,,,,,VANWYCK EXPRESSWAY              ,LIBERTY AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3879767,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,22:00,BROOKLYN,11226,40.650528,-73.95583,"(40.650528, -73.95583)",CHURCH AVENUE                   ,BEDFORD AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3878534,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,22:11,,,40.62435,-74.13927,"(40.62435, -74.13927)",,,1520      FOREST AVENUE                 ,1,0,1,0,0,0,0,0,,,,,,3878786,,,,,
04/10/2018,22:15,,,40.88845,-73.841965,"(40.88845, -73.841965)",EAST 233 STREET                 ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3879234,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,22:21,BRONX,10456,40.824066,-73.908714,"(40.824066, -73.908714)",EAST 163 STREET                 ,3 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878352,BICYCLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,22:25,MANHATTAN,10021,,,,EAST 73 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3879532,TAXI,PASSENGER VEHICLE,,,
04/10/2018,22:27,,,40.851616,-73.92165,"(40.851616, -73.92165)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878558,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,22:30,MANHATTAN,10019,40.764015,-73.97744,"(40.764015, -73.97744)",,,1391      AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,3878336,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,22:30,,,40.847897,-73.94523,"(40.847897, -73.94523)",HENRY HUDSON PARKWAY            ,,,1,0,0,0,0,0,1,0,Other Electronic Device,Unspecified,,,,3879239,TAXI,MOTORCYCLE,,,
04/10/2018,22:58,QUEENS,11413,40.677086,-73.73887,"(40.677086, -73.73887)",133 AVENUE                      ,FRANCIS LEWIS BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3878221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,23:00,QUEENS,11420,40.68204,-73.808914,"(40.68204, -73.808914)",133 STREET                      ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879207,PASSENGER VEHICLE,,,,
04/10/2018,23:00,QUEENS,11426,40.7357,-73.72049,"(40.7357, -73.72049)",,,83-43     247 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878141,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,23:00,,,40.703033,-73.9599,"(40.703033, -73.9599)",BEDFORD AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878548,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,23:00,MANHATTAN,10019,40.761093,-73.98327,"(40.761093, -73.98327)",7 AVENUE                        ,WEST 50 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3878337,TAXI,TAXI,,,
04/10/2018,23:00,,,40.696228,-73.97348,"(40.696228, -73.97348)",CARLTON AVENUE                  ,PARK AVENUE,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3878134,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,23:00,,,40.759357,-73.9582,"(40.759357, -73.9582)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3878152,TAXI,PASSENGER VEHICLE,,,
04/10/2018,23:12,,,40.668667,-73.868324,"(40.668667, -73.868324)",LINDEN BOULEVARD                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3879530,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,23:15,,,40.619305,-74.16101,"(40.619305, -74.16101)",COMSTOCK AVENUE                 ,JULES DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878941,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,23:25,,,40.82256,-73.87101,"(40.82256, -73.87101)",STORY AVENUE                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3878223,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,23:25,MANHATTAN,10018,40.75591,-73.99448,"(40.75591, -73.99448)",9 AVENUE                        ,WEST 38 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3879531,TAXI,MOTORCYCLE,,,
04/10/2018,23:40,,,,,,VANWYCK EXPRESSWAY              ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3878156,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/10/2018,2:00,,,40.721485,-73.86658,"(40.721485, -73.86658)",WOODHAVEN BOULEVARD             ,,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,3877642,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,2:50,QUEENS,11433,40.70472,-73.78648,"(40.70472, -73.78648)",,,172-33    DOUGLAS AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877520,DP,DP,,,
04/10/2018,3:00,MANHATTAN,10065,40.763546,-73.969345,"(40.763546, -73.969345)",PARK AVENUE                     ,EAST 60 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877704,TAXI,,,,
04/10/2018,3:15,,,,,,VANWYCK EXPRESSWAY              ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877655,PASSENGER VEHICLE,,,,
04/10/2018,4:00,BRONX,10474,40.816864,-73.882744,"(40.816864, -73.882744)",,,772       EDGEWATER ROAD                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878632,TK,,,,
04/10/2018,4:50,BRONX,10455,40.815075,-73.90347,"(40.815075, -73.90347)",PROSPECT AVENUE                 ,KELLY STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878629,PASSENGER VEHICLE,,,,
04/10/2018,5:00,QUEENS,11373,40.74057,-73.87248,"(40.74057, -73.87248)",,,91-32     50 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878442,TAXI,,,,
04/10/2018,5:20,MANHATTAN,10029,40.787857,-73.951614,"(40.787857, -73.951614)",EAST 98 STREET                  ,PARK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3879175,TAXI,,,,
04/10/2018,5:26,,,40.73251,-73.86827,"(40.73251, -73.86827)",ELIOT AVENUE                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878181,TAXI,SPORT UTILITY / STATION WAGON,,,
04/10/2018,5:30,,,40.76132,-73.9171,"(40.76132, -73.9171)",STEINWAY STREET                 ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3879148,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,5:35,MANHATTAN,10019,40.767185,-73.98997,"(40.767185, -73.98997)",10 AVENUE                       ,WEST 54 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3877730,TK,VN,PASSENGER VEHICLE,,
04/10/2018,5:44,MANHATTAN,10022,40.7606,-73.96434,"(40.7606, -73.96434)",2 AVENUE                        ,EAST 59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877694,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,5:45,BRONX,10461,40.842484,-73.84254,"(40.842484, -73.84254)",,,1370      BLONDELL AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,6:00,QUEENS,11417,40.67296,-73.84748,"(40.67296, -73.84748)",,,88-24     SPRITZ ROAD                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879203,PASSENGER VEHICLE,,,,
04/10/2018,6:00,STATEN ISLAND,10305,40.598557,-74.081764,"(40.598557, -74.081764)",HYLAN BOULEVARD                 ,NORWAY AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878208,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,6:02,,,40.768887,-73.90691,"(40.768887, -73.90691)",ASTORIA BOULEVARD               ,43 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3878595,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,6:05,,,40.763363,-73.98283,"(40.763363, -73.98283)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3877714,TAXI,SPORT UTILITY / STATION WAGON,,,
04/10/2018,6:10,QUEENS,11358,40.761932,-73.802246,"(40.761932, -73.802246)",,,163-13    DEPOT ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877718,PASSENGER VEHICLE,,,,
04/10/2018,6:15,,,40.699505,-73.98486,"(40.699505, -73.98486)",BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3879147,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,6:20,,,40.66895,-73.9339,"(40.66895, -73.9339)",EASTERN PARKWAY                 ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3878605,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/10/2018,6:30,,,40.885216,-73.87937,"(40.885216, -73.87937)",JEROME AVENUE                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878106,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,6:40,MANHATTAN,10011,40.74702,-74.00466,"(40.74702, -74.00466)",10 AVENUE                       ,WEST 22 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878730,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,6:40,MANHATTAN,10002,40.72224,-73.9863,"(40.72224, -73.9863)",EAST HOUSTON STREET             ,AVENUE A,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3878665,TAXI,,,,
04/10/2018,6:50,BRONX,10460,40.836117,-73.86701,"(40.836117, -73.86701)",BEACH AVENUE                    ,GUION PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878619,GG,,,,
04/10/2018,6:50,,,40.860973,-73.828415,"(40.860973, -73.828415)",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878925,TR,PASSENGER VEHICLE,,,
04/10/2018,6:50,,,40.7287,-73.882095,"(40.7287, -73.882095)",LIE OUTER ROADWAY (CDR)         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878058,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,6:50,,,,,,NASSAU EXPRESSWAY               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878207,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/10/2018,7:00,BRONX,10457,40.853905,-73.89864,"(40.853905, -73.89864)",EAST 181 STREET                 ,TIEBOUT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878395,PASSENGER VEHICLE,,,,
04/10/2018,7:00,MANHATTAN,10065,40.767185,-73.96248,"(40.767185, -73.96248)",3 AVENUE                        ,EAST 68 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3879455,PASSENGER VEHICLE,TK,,,
04/10/2018,7:00,QUEENS,11375,40.72657,-73.85265,"(40.72657, -73.85265)",QUEENS BOULEVARD                ,67 ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878189,PASSENGER VEHICLE,,,,
04/10/2018,7:00,QUEENS,11418,40.69594,-73.83785,"(40.69594, -73.83785)",,,87-80     110 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878155,PASSENGER VEHICLE,,,,
04/10/2018,7:00,QUEENS,11433,40.704033,-73.7938,"(40.704033, -73.7938)",ARCHER AVENUE                   ,165 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3877521,PASSENGER VEHICLE,BU,,,
04/10/2018,7:00,,,40.67897,-73.759834,"(40.67897, -73.759834)",MERRICK BOULEVARD               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878216,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,7:00,,,40.5591,-74.20101,"(40.5591, -74.20101)",,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3879035,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:02,BROOKLYN,11207,40.65175,-73.88866,"(40.65175, -73.88866)",,,12049     FLATLANDS AVENUE              ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878259,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:05,BRONX,10451,40.810196,-73.93068,"(40.810196, -73.93068)",,,200       EAST 135 STREET               ,1,0,0,0,0,0,1,0,,,,,,3878464,,,,,
04/10/2018,7:07,BROOKLYN,11204,40.622787,-73.9901,"(40.622787, -73.9901)",17 AVENUE                       ,61 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3878477,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,7:15,MANHATTAN,10013,40.7171,-73.9986,"(40.7171, -73.9986)",CANAL STREET                    ,MULBERRY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3878206,PASSENGER VEHICLE,TK,,,
04/10/2018,7:15,,,40.816406,-73.91573,"(40.816406, -73.91573)",WESTCHESTER AVENUE              ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,3878682,DS,CM,,,
04/10/2018,7:15,QUEENS,11420,40.672855,-73.82309,"(40.672855, -73.82309)",133 AVENUE                      ,116 STREET,,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,3878428,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,7:20,,,40.879417,-73.81769,"(40.879417, -73.81769)",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878272,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/16/2018,20:55,,,,,,9 AVENUE                        ,COLUMBUS PLAZA,,0,0,0,0,0,0,0,0,Unspecified,,,,,3864448,TAXI,,,,
04/10/2018,7:30,BROOKLYN,11217,40.6775,-73.97974,"(40.6775, -73.97974)",,,172       5 AVENUE                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878523,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,7:30,,,40.827595,-73.85004,"(40.827595, -73.85004)",BRUCKNER BOULEVARD              ,CASTLE HILL AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878032,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:30,,,40.827736,-73.88588,"(40.827736, -73.88588)",SHERIDAN EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878275,DS,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:37,,,40.866066,-73.89438,"(40.866066, -73.89438)",EAST KINGSBRIDGE ROAD           ,,,2,0,0,0,0,0,2,0,Illness,Unspecified,,,,3878846,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:40,BROOKLYN,11207,40.67189,-73.895874,"(40.67189, -73.895874)",PENNSYLVANIA AVENUE             ,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878260,PASSENGER VEHICLE,DS,,,
04/10/2018,7:45,MANHATTAN,10032,40.84215,-73.94228,"(40.84215, -73.94228)",FORT WASHINGTON AVENUE          ,WEST 168 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879222,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:45,,,40.69979,-73.950096,"(40.69979, -73.950096)",MARCY AVENUE                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3879559,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:50,BRONX,10460,40.836983,-73.88656,"(40.836983, -73.88656)",,,945       EAST 174 STREET               ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3878498,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:50,BROOKLYN,11236,40.644226,-73.899796,"(40.644226, -73.899796)",FLATLANDS AVENUE                ,EAST 98 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878121,PASSENGER VEHICLE,DS,,,
04/10/2018,7:50,MANHATTAN,10021,40.771694,-73.95919,"(40.771694, -73.95919)",EAST 75 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879458,TAXI,SPORT UTILITY / STATION WAGON,,,
04/10/2018,7:50,STATEN ISLAND,10310,40.636852,-74.1184,"(40.636852, -74.1184)",,,775       HENDERSON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3879056,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/10/2018,7:50,,,40.802753,-73.93358,"(40.802753, -73.93358)",2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878212,SPORT UTILITY / STATION WAGON,TOW,,,
04/10/2018,7:55,BRONX,10474,40.810757,-73.889336,"(40.810757, -73.889336)",,,552       CASANOVA STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878913,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,8:00,BRONX,10460,40.83777,-73.864525,"(40.83777, -73.864525)",ARCHER STREET                   ,LELAND AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878623,TR,TT,,,
04/10/2018,8:00,MANHATTAN,10010,40.738796,-73.97716,"(40.738796, -73.97716)",EAST 26 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3878596,TK,PASSENGER VEHICLE,,,
04/10/2018,8:00,MANHATTAN,10018,40.757107,-73.997314,"(40.757107, -73.997314)",10 AVENUE                       ,WEST 38 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878736,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,8:00,QUEENS,11377,40.737057,-73.90185,"(40.737057, -73.90185)",64 STREET                       ,50 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878674,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/10/2018,8:00,QUEENS,11378,40.72239,-73.90993,"(40.72239, -73.90993)",,,58-50     57 ROAD                       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878059,PICK-UP TRUCK,PICK-UP TRUCK,,,
04/10/2018,8:00,QUEENS,11385,40.71382,-73.92077,"(40.71382, -73.92077)",METROPOLITAN AVENUE             ,WOODWARD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878046,SPORT UTILITY / STATION WAGON,TAXI,,,
04/10/2018,8:00,,,40.634865,-74.02639,"(40.634865, -74.02639)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878653,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:00,,,40.73886,-73.73974,"(40.73886, -73.73974)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,8:00,,,40.70017,-73.76937,"(40.70017, -73.76937)",HILBURN AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878217,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:00,,,40.876408,-73.81858,"(40.876408, -73.81858)",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878506,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,8:30,,,40.759018,-73.855156,"(40.759018, -73.855156)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878423,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:00,QUEENS,11237,40.71401,-73.92405,"(40.71401, -73.92405)",METROPOLITAN AVENUE             ,ONDERDONK AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3878907,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/10/2018,8:02,,,40.785294,-73.969345,"(40.785294, -73.969345)",CENTRAL PARK WEST               ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3878725,PASSENGER VEHICLE,TAXI,,,
04/10/2018,8:10,,,40.58545,-73.82466,"(40.58545, -73.82466)",BEACH CHANNEL DRIVE             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879022,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:10,,,40.78336,-73.95489,"(40.78336, -73.95489)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878671,SPORT UTILITY / STATION WAGON,LG,,,
04/10/2018,8:15,BRONX,10467,40.88709,-73.87803,"(40.88709, -73.87803)",JEROME AVENUE                   ,BAINBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878751,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:15,BROOKLYN,11204,40.618816,-73.989655,"(40.618816, -73.989655)",,,1815      65 STREET                     ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878297,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,8:15,,,40.54958,-74.137375,"(40.54958, -74.137375)",HYLAN BOULEVARD                 ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3878264,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:15,,,40.677494,-73.895325,"(40.677494, -73.895325)",VERMONT STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878108,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:20,BRONX,10462,40.830902,-73.84765,"(40.830902, -73.84765)",HAVEMEYER AVENUE                ,HAVILAND AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3878033,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,8:20,QUEENS,11358,40.7555,-73.792725,"(40.7555, -73.792725)",UTOPIA PARKWAY                  ,45 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878624,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,8:20,,,40.72689,-73.958786,"(40.72689, -73.958786)",CALYER STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878572,PASSENGER VEHICLE,,,,
04/10/2018,8:20,,,40.624912,-74.146706,"(40.624912, -74.146706)",WILLOW ROAD WEST                ,FOREST AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878511,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:20,,,40.69819,-73.96191,"(40.69819, -73.96191)",CLASSON AVENUE                  ,,,1,0,0,0,0,0,1,0,Oversized Vehicle,Driver Inattention/Distraction,,,,3879467,DS,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:20,QUEENS,11375,40.709873,-73.847244,"(40.709873, -73.847244)",METROPOLITAN AVENUE             ,72 ROAD,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3878429,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:25,BROOKLYN,11225,40.663124,-73.96244,"(40.663124, -73.96244)",FLATBUSH AVENUE                 ,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878693,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,8:25,MANHATTAN,10036,40.756138,-73.98318,"(40.756138, -73.98318)",WEST 44 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879536,BU,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:25,,,,,,VANWYCK EXPRESSWAY EXTENSION    ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878213,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:27,BRONX,10459,40.823845,-73.896866,"(40.823845, -73.896866)",EAST 165 STREET                 ,INTERVALE AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3878635,TT,SPORT UTILITY / STATION WAGON,,,
04/10/2018,8:27,QUEENS,11374,40.727383,-73.864105,"(40.727383, -73.864105)",63 DRIVE                        ,AUSTIN STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3878184,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
